@realDonaldTrump,3/28/2017,"Join me Monday in Columbus, Ohio &amp; Harrisburg, Pennsylvania! #MAGA

3pm in OH: https://t.co/DDg0AUsqRq

7pm in PA: https://t.co/VmSLBvL43l"
@realDonaldTrump,2/19/2016,American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs. WE will bring back the  'American Dream!' https://t.co/yI4Q8FHRjp
@realDonaldTrump,12/1/2016,We are suffering through the worst long-term unemployment in the last 70 years. I want change - Crooked Hillary Clinton does not.
@realDonaldTrump,8/28/2016,"Hillary can never win over Bernie supporters. Her foreign wars, 
NAFTA/TPP support &amp; Wall Street ties are driving away millions of votes."
@realDonaldTrump,8/21/2017,"Colorado was amazing yesterday! So much support. Our tax, trade and energy reforms will bring great jobs to Colorado and the whole country."
@realDonaldTrump,1/20/2017,"""@patrioticpepe: @realDonaldTrump ONLY TRUMP CAN UNITE AMERICA AND FIX OBAMA'S MISTAKES!!! #Trump2016 https://t.co/yB72Bm2muM"""
@realDonaldTrump,1/26/2017,"Thank you Denver, Colorado! 
#MakeAmericaGreatAgain! https://t.co/1KHrLdkOyW"
@realDonaldTrump,3/7/2017,"As usual, Hillary &amp; the Dems are trying to rig the debates so 2 are up against major NFL games. Same as last time w/ Bernie. Unacceptable!"
@realDonaldTrump,1/6/2017,#CrookedHillary Job Application https://t.co/CKXkAlGSiV
@realDonaldTrump,3/4/2016,Hillary Clinton should not be given national security briefings in that she is a lose cannon with extraordinarily bad judgement &amp; insticts.
@realDonaldTrump,9/9/2017,"Thank you to the amazing law enforcement officers in Colorado!
#MakeAmericaGreatAgain #LESM https://t.co/glxTQYAQiN"
@realDonaldTrump,7/31/2017,Thank you Colorado Springs. Get out &amp; VOTE #TrumpPence16 in November! https://t.co/wK02fWzJey
@realDonaldTrump,3/17/2016,"""Only a Reagan or a Trump-like figure in the White House will achieve this goal."" https://t.co/6a7Ef12giZ"
@realDonaldTrump,8/8/2017,"Even Bill is tired of the lies, SAD! https://t.co/LPk1OkwH9P"
@realDonaldTrump,2/10/2017,"Join me in Colorado Springs at 2pm- or in Denver tonight at 7pm!

Colorado Springs: https://t.co/HgFW7IRtz9

Denver: https://t.co/aE5P9jNcFC"
@realDonaldTrump,2/17/2017,What Bernie Sanders really thinks of Crooked Hillary Clinton. https://t.co/VgMaAsZBep
@realDonaldTrump,9/27/2017,"I am watching Crooked Hillary speak. Same old stuff, our country needs change!"
@realDonaldTrump,2/4/2017,"Wow, my campaign is hearing from more and more Bernie supporters that they will NEVER support Crooked Hillary. She sold them out, V.P. pick!"
@realDonaldTrump,11/17/2017,In Hillary Clinton's America - things get worse. #TrumpPence16 https://t.co/WdHbnhhCbW
@realDonaldTrump,7/20/2016,The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!
@realDonaldTrump,6/19/2017,"Thank you! 

Facebook: https://t.co/nmlRJqzA7S

Instagram: https://t.co/5gDeluaBXG https://t.co/Pw7GS8R9Gg"
@realDonaldTrump,4/13/2017,"Crooked Hillary said that I ""couldn't handle the rough and tumble of a political campaign."" Really,I just beat 16 people and am beating her!"
@realDonaldTrump,2/2/2016,"If Michael Bloomberg ran again for Mayor of New York, he wouldn't get 10% of the vote - they would run him out of town!  #NeverHillary"
@realDonaldTrump,5/17/2016,"""Little"" Michael Bloomberg, who never had the guts to run for president, knows nothing about me. His last term as Mayor was a disaster!"
@realDonaldTrump,12/4/2016,"General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD  #NeverHillary"
@realDonaldTrump,2/13/2016,Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!
@realDonaldTrump,2/11/2017,Join @mike_pence at the University of Northwestern Ohio- tonight at 7pm. Tickets: https://t.co/DvP8p7ueNU
@realDonaldTrump,10/24/2016,"""@AnnCoulter: ""I believe in science"" Dem code for ""we're shutting down coal mines, steel plants and any other remaining manufacturing"""""
@realDonaldTrump,4/16/2016,"CAMPAIGN STATEMENT: 
https://t.co/RNW3ED2ifR"
@realDonaldTrump,8/4/2016,"Two policemen just shot in San Diego, one dead. It is only getting worse. People want LAW AND ORDER!"
@realDonaldTrump,7/29/2017,"Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!"
@realDonaldTrump,2/16/2016,The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!
@realDonaldTrump,4/16/2017,No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.
@realDonaldTrump,6/8/2016,"Hillary's wars in the Middle East have unleashed destruction, terrorism and ISIS across the world."
@realDonaldTrump,9/18/2016,"Hillary's vision is a borderless world where working people have no power, no jobs, no safety."
@realDonaldTrump,1/14/2016,Hillary will never reform Wall Street. She is owned by Wall Street!
@realDonaldTrump,7/11/2017,Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words.
@realDonaldTrump,1/14/2017,"Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country."
@realDonaldTrump,6/23/2017,"Departing now - thank you Cedar Rapids, Iowa. This is a MOVEMENT! https://t.co/ezrqVqPtta"
@realDonaldTrump,11/3/2017,#CrookedHillary https://t.co/JeXFnO6e3s
@realDonaldTrump,12/14/2016,"""Dems warn not to underestimate Trump's potential win""
https://t.co/X3xHtjhHpB"
@realDonaldTrump,4/24/2016,Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGA https://t.co/A5IF0QHnic
@realDonaldTrump,4/23/2016,Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.
@realDonaldTrump,1/28/2017,"A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees."
@realDonaldTrump,2/16/2016,"AMERICA'S FUTURE
https://t.co/xymiA0Az7x"
@realDonaldTrump,1/13/2017,Bernie caved! https://t.co/xtcOnA8cw1
@realDonaldTrump,11/28/2016,"""@LallyRay: Poll: Donald Trump Sees 17-Point Positive Swing in Two Weeks - Breitbart https://t.co/bVAj52fA3Y @realdonaldtrump""  Great!"
@realDonaldTrump,6/23/2016,President Obama spoke last night about a world that doesn’t exist. 70% of the people think our country is going in the wrong direction. #DNC
@realDonaldTrump,2/1/2016,"""@trumplican2016: @realDonaldTrump @DavidWohl stay the course mr trump your message is resonating with the PEOPLE"""
@realDonaldTrump,11/20/2017,"""@DavidWohl: Barack is offended that @realDonaldTrump will demand that #NATO allies pay their fair share. #DemsInPhilly"""
@realDonaldTrump,1/10/2016,"Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair."
@realDonaldTrump,5/4/2017,Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!
@realDonaldTrump,2/20/2016,"Join me live in Toledo, Ohio!
#MakeAmericaGreatAgain
https://t.co/ruEvMGx4C9"
@realDonaldTrump,10/22/2017,#CrookedHillary https://t.co/lwi9gqDEHE
@realDonaldTrump,7/15/2016,"Thank you Pennsylvania!
#MakeAmericaGreatAgain 
https://t.co/bbv3EhGs5x https://t.co/bbroAGTdMw"
@realDonaldTrump,8/29/2016,Thank you to our amazing law enforcement officers! #MAGA https://t.co/UEZorOQhTw
@realDonaldTrump,8/9/2016,"""Trump right: Illegal families crossing border set to double, 51,152 so far""
https://t.co/1noCe9W6Ru"
